,userid,age,sex,nationality,usertype,vehiclebrand,vehiclemodel,enginetype,vehiclesize,vehicletype,stationtype,timeofday,dayofweek,holiday,reservation_count,view_count
19744,311162,18-24,Male,Thai,UNSPECIFIED,BYD,DOLPHIN,EV,S,HATCHBACK,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,6.0
19745,311162,18-24,Male,Thai,UNSPECIFIED,HONDA,BR-V,Non-EV,S,SUV,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
19746,311162,18-24,Male,Thai,UNSPECIFIED,HONDA,BR-V,Non-EV,S,SUV,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
19747,311162,18-24,Male,Thai,UNSPECIFIED,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
19748,311162,18-24,Male,Thai,UNSPECIFIED,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,4.0
19749,311162,18-24,Male,Thai,UNSPECIFIED,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,OTHER STATION,WORK HOURS,WEEKEND,No,1.0,0.0
19750,311162,18-24,Male,Thai,UNSPECIFIED,HONDA,CITY_Sedan,Non-EV,S,SEDAN,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,1.0
19751,311162,18-24,Male,Thai,UNSPECIFIED,HONDA,JAZZ,Non-EV,S,HATCHBACK,OTHER STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
19752,311162,18-24,Male,Thai,UNSPECIFIED,ISUZU,MU-X,Non-EV,XL,SUV,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
19753,311162,18-24,Male,Thai,UNSPECIFIED,MAZDA,2_Hatchback,Non-EV,S,HATCHBACK,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,1.0
19754,311162,18-24,Male,Thai,UNSPECIFIED,MAZDA,2_Sedan,Non-EV,S,SEDAN,OTHER STATION,LATE NIGHT,WEEKEND,No,0.0,2.0
19755,311162,18-24,Male,Thai,UNSPECIFIED,MAZDA,2_Sedan,Non-EV,S,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,No,1.0,2.0
19756,311162,18-24,Male,Thai,UNSPECIFIED,MAZDA,2_Sedan,Non-EV,S,SEDAN,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,2.0
19757,311162,18-24,Male,Thai,UNSPECIFIED,MG,5,Non-EV,S,SEDAN,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,3.0
19758,311162,18-24,Male,Thai,UNSPECIFIED,MG,5,Non-EV,S,SEDAN,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,12.0
19759,311162,18-24,Male,Thai,UNSPECIFIED,MG,ZS_EV,EV,M,SUV,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
19760,311162,18-24,Male,Thai,UNSPECIFIED,MITSUBISHI,ATTRAGE,Non-EV,XS,SEDAN,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,1.0
19761,311162,18-24,Male,Thai,UNSPECIFIED,MITSUBISHI,PAJERO_SPORT,Non-EV,XL,SUV,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
19762,311162,18-24,Male,Thai,UNSPECIFIED,NISSAN,LEAF,EV,L,HATCHBACK,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,4.0
19763,311162,18-24,Male,Thai,UNSPECIFIED,NISSAN,LEAF,EV,L,HATCHBACK,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,5.0
19764,311162,18-24,Male,Thai,UNSPECIFIED,NISSAN,LEAF,EV,L,HATCHBACK,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,6.0
19765,311162,18-24,Male,Thai,UNSPECIFIED,NISSAN,X-TRAIL,Non-EV,XL,SUV,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
19766,311162,18-24,Male,Thai,UNSPECIFIED,NISSAN,X-TRAIL,Non-EV,XL,SUV,OTHER STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
19767,311162,18-24,Male,Thai,UNSPECIFIED,ORA,GOODCAT,EV,M,HATCHBACK,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,1.0
19768,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,ATIV,Non-EV,XS,SEDAN,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
19769,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,ATIV,Non-EV,XS,SEDAN,OTHER STATION,LEISURE HOURS,WEEKEND,No,1.0,0.0
19770,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,ATIV,Non-EV,XS,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,7.0
19771,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,ATIV,Non-EV,XS,SEDAN,OTHER STATION,WORK HOURS,WEEKEND,No,1.0,4.0
19772,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,VIOS,Non-EV,S,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
19773,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,YARIS,Non-EV,XS,HATCHBACK,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,3.0
19774,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,YARIS,Non-EV,XS,SEDAN,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,3.0
19775,311162,18-24,Male,Thai,UNSPECIFIED,VOLT,CITY,EV,XS,HATCHBACK,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
19776,311162,18-24,Male,Thai,UNSPECIFIED,VOLT,CITY,EV,XS,HATCHBACK,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,2.0
19777,311162,18-24,Male,Thai,UNSPECIFIED,BYD,ATTO_3,EV,M,SUV,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,3.0
19778,311162,18-24,Male,Thai,UNSPECIFIED,BYD,SEAL,EV,L,SEDAN,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,3.0
19779,311162,18-24,Male,Thai,UNSPECIFIED,BYD,SEAL,EV,L,SEDAN,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
19780,311162,18-24,Male,Thai,UNSPECIFIED,BYD,SEAL,EV,L,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,2.0
19781,311162,18-24,Male,Thai,UNSPECIFIED,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
19782,311162,18-24,Male,Thai,UNSPECIFIED,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
19783,311162,18-24,Male,Thai,UNSPECIFIED,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
19784,311162,18-24,Male,Thai,UNSPECIFIED,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,1.0
19785,311162,18-24,Male,Thai,UNSPECIFIED,HONDA,CITY_Sedan,Non-EV,S,SEDAN,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
19786,311162,18-24,Male,Thai,UNSPECIFIED,HONDA,CITY_Sedan,Non-EV,S,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,4.0
19787,311162,18-24,Male,Thai,UNSPECIFIED,HONDA,CITY_Sedan,Non-EV,S,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,2.0
19788,311162,18-24,Male,Thai,UNSPECIFIED,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
19789,311162,18-24,Male,Thai,UNSPECIFIED,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
19790,311162,18-24,Male,Thai,UNSPECIFIED,HONDA,HR-V,Non-EV,M,SUV,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,6.0
19791,311162,18-24,Male,Thai,UNSPECIFIED,HONDA,HR-V,Non-EV,M,SUV,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
19792,311162,18-24,Male,Thai,UNSPECIFIED,HONDA,HR-V,Non-EV,M,SUV,TRAIN STATION,WORK HOURS,WEEKEND,No,1.0,1.0
19793,311162,18-24,Male,Thai,UNSPECIFIED,HONDA,MOBILIO,Non-EV,S,SUV,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
19794,311162,18-24,Male,Thai,UNSPECIFIED,MAZDA,2_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,6.0
19795,311162,18-24,Male,Thai,UNSPECIFIED,MAZDA,2_Hatchback,Non-EV,S,HATCHBACK,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,3.0
19796,311162,18-24,Male,Thai,UNSPECIFIED,MAZDA,2_Sedan,Non-EV,S,SEDAN,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,3.0
19797,311162,18-24,Male,Thai,UNSPECIFIED,MAZDA,2_Sedan,Non-EV,S,SEDAN,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,2.0
19798,311162,18-24,Male,Thai,UNSPECIFIED,MAZDA,2_Sedan,Non-EV,S,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
19799,311162,18-24,Male,Thai,UNSPECIFIED,MAZDA,2_Sedan,Non-EV,S,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,1.0
19800,311162,18-24,Male,Thai,UNSPECIFIED,MG,3,Non-EV,S,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,1.0
19801,311162,18-24,Male,Thai,UNSPECIFIED,MG,4,EV,M,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,1.0
19802,311162,18-24,Male,Thai,UNSPECIFIED,MG,5,Non-EV,S,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,9.0
19803,311162,18-24,Male,Thai,UNSPECIFIED,MG,EP,EV,XL,MPV,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,1.0
19804,311162,18-24,Male,Thai,UNSPECIFIED,NISSAN,ALMERA,Non-EV,XS,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
19805,311162,18-24,Male,Thai,UNSPECIFIED,NISSAN,JUKE,Non-EV,M,SUV,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,3.0
19806,311162,18-24,Male,Thai,UNSPECIFIED,NISSAN,NOTE,Non-EV,XS,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
19807,311162,18-24,Male,Thai,UNSPECIFIED,NISSAN,X-TRAIL,Non-EV,XL,SUV,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,3.0
19808,311162,18-24,Male,Thai,UNSPECIFIED,NISSAN,X-TRAIL,Non-EV,XL,SUV,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,13.0
19809,311162,18-24,Male,Thai,UNSPECIFIED,NISSAN,X-TRAIL,Non-EV,XL,SUV,TRAIN STATION,WORK HOURS,WEEKEND,No,1.0,0.0
19810,311162,18-24,Male,Thai,UNSPECIFIED,SUZUKI,SWIFT,Non-EV,XS,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
19811,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,ALTIS,Non-EV,M,SEDAN,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
19812,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,ALTIS,Non-EV,M,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,4.0
19813,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,ALTIS_HYBRID,Non-EV,M,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
19814,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,ATIV,Non-EV,XS,SEDAN,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,3.0
19815,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,ATIV,Non-EV,XS,SEDAN,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,4.0
19816,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,ATIV,Non-EV,XS,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,5.0
19817,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,ATIV,Non-EV,XS,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,1.0,9.0
19818,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,CAMRY_HYBRID,Non-EV,L,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,4.0
19819,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,CAMRY_HYBRID,Non-EV,L,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,Yes,0.0,2.0
19820,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,FORTUNER,Non-EV,XL,SUV,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
19821,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,VELOZ,Non-EV,M,MPV,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
19822,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,VELOZ,Non-EV,M,MPV,TRAIN STATION,WORK HOURS,WEEKDAY,No,0.0,1.0
19823,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,VIOS,Non-EV,S,SEDAN,TRAIN STATION,LATE NIGHT,WEEKDAY,No,0.0,1.0
19824,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,VIOS,Non-EV,S,SEDAN,TRAIN STATION,LATE NIGHT,WEEKEND,No,0.0,1.0
19825,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,VIOS,Non-EV,S,SEDAN,TRAIN STATION,WORK HOURS,WEEKDAY,No,1.0,1.0
19826,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,VIOS,Non-EV,S,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,1.0
19827,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,YARIS,Non-EV,XS,HATCHBACK,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,2.0
19828,311162,18-24,Male,Thai,UNSPECIFIED,TOYOTA,YARIS,Non-EV,XS,SEDAN,TRAIN STATION,WORK HOURS,WEEKEND,No,0.0,2.0
19829,311469,45+,Male,Thai,UNSPECIFIED,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
19830,311469,45+,Male,Thai,UNSPECIFIED,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,MEGA STATION,LATE NIGHT,WEEKEND,No,0.0,2.0
19831,311469,45+,Male,Thai,UNSPECIFIED,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
19832,311469,45+,Male,Thai,UNSPECIFIED,HONDA,CITY_Hatchback,Non-EV,S,HATCHBACK,MEGA STATION,WORK HOURS,WEEKEND,No,0.0,6.0
19833,311469,45+,Male,Thai,UNSPECIFIED,HONDA,CITY_Sedan,Non-EV,S,SEDAN,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,10.0
19834,311469,45+,Male,Thai,UNSPECIFIED,HONDA,CITY_Sedan,Non-EV,S,SEDAN,MEGA STATION,LATE NIGHT,WEEKEND,No,0.0,8.0
19835,311469,45+,Male,Thai,UNSPECIFIED,HONDA,CITY_Sedan,Non-EV,S,SEDAN,MEGA STATION,LATE NIGHT,WEEKEND,Yes,0.0,2.0
19836,311469,45+,Male,Thai,UNSPECIFIED,HONDA,CITY_Sedan,Non-EV,S,SEDAN,MEGA STATION,WORK HOURS,WEEKDAY,No,2.0,0.0
19837,311469,45+,Male,Thai,UNSPECIFIED,HONDA,CITY_Sedan,Non-EV,S,SEDAN,MEGA STATION,WORK HOURS,WEEKEND,No,2.0,0.0
19838,311469,45+,Male,Thai,UNSPECIFIED,HONDA,CITY_Sedan,Non-EV,S,SEDAN,MEGA STATION,WORK HOURS,WEEKEND,Yes,2.0,0.0
19839,311469,45+,Male,Thai,UNSPECIFIED,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,4.0
19840,311469,45+,Male,Thai,UNSPECIFIED,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,4.0
19841,311469,45+,Male,Thai,UNSPECIFIED,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
19842,311469,45+,Male,Thai,UNSPECIFIED,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
19843,311469,45+,Male,Thai,UNSPECIFIED,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,MEGA STATION,WORK HOURS,WEEKEND,No,0.0,2.0
19844,311469,45+,Male,Thai,UNSPECIFIED,HONDA,CIVIC_Sedan,Non-EV,M,SEDAN,MEGA STATION,WORK HOURS,WEEKEND,No,0.0,2.0
19845,311469,45+,Male,Thai,UNSPECIFIED,HONDA,JAZZ,Non-EV,S,HATCHBACK,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
19846,311469,45+,Male,Thai,UNSPECIFIED,HONDA,JAZZ,Non-EV,S,HATCHBACK,MEGA STATION,LATE NIGHT,WEEKEND,No,0.0,2.0
19847,311469,45+,Male,Thai,UNSPECIFIED,HONDA,JAZZ,Non-EV,S,HATCHBACK,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
19848,311469,45+,Male,Thai,UNSPECIFIED,MAZDA,2_Hatchback,Non-EV,S,HATCHBACK,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
19849,311469,45+,Male,Thai,UNSPECIFIED,MAZDA,2_Hatchback,Non-EV,S,HATCHBACK,MEGA STATION,WORK HOURS,WEEKEND,No,0.0,2.0
19850,311469,45+,Male,Thai,UNSPECIFIED,MAZDA,2_Sedan,Non-EV,S,SEDAN,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,14.0
19851,311469,45+,Male,Thai,UNSPECIFIED,MAZDA,2_Sedan,Non-EV,S,SEDAN,MEGA STATION,LATE NIGHT,WEEKEND,No,0.0,2.0
19852,311469,45+,Male,Thai,UNSPECIFIED,MAZDA,2_Sedan,Non-EV,S,SEDAN,MEGA STATION,WORK HOURS,WEEKDAY,No,6.0,6.0
19853,311469,45+,Male,Thai,UNSPECIFIED,MAZDA,2_Sedan,Non-EV,S,SEDAN,MEGA STATION,WORK HOURS,WEEKEND,No,0.0,6.0
19854,311469,45+,Male,Thai,UNSPECIFIED,MG,3,Non-EV,S,HATCHBACK,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,6.0
19855,311469,45+,Male,Thai,UNSPECIFIED,MG,3,Non-EV,S,HATCHBACK,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,8.0
19856,311469,45+,Male,Thai,UNSPECIFIED,MG,3,Non-EV,S,HATCHBACK,MEGA STATION,WORK HOURS,WEEKEND,No,0.0,2.0
19857,311469,45+,Male,Thai,UNSPECIFIED,MG,5,Non-EV,S,SEDAN,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
19858,311469,45+,Male,Thai,UNSPECIFIED,MG,HS,Non-EV,M,SUV,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
19859,311469,45+,Male,Thai,UNSPECIFIED,MG,HS,Non-EV,M,SUV,MEGA STATION,LATE NIGHT,WEEKEND,No,0.0,4.0
19860,311469,45+,Male,Thai,UNSPECIFIED,MG,HS,Non-EV,M,SUV,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
19861,311469,45+,Male,Thai,UNSPECIFIED,SUZUKI,SWIFT,Non-EV,XS,HATCHBACK,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
19862,311469,45+,Male,Thai,UNSPECIFIED,SUZUKI,SWIFT,Non-EV,XS,HATCHBACK,MEGA STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
19863,311469,45+,Male,Thai,UNSPECIFIED,TOYOTA,ATIV,Non-EV,XS,SEDAN,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
19864,311469,45+,Male,Thai,UNSPECIFIED,TOYOTA,ATIV,Non-EV,XS,SEDAN,MEGA STATION,LATE NIGHT,WEEKEND,No,0.0,2.0
19865,311469,45+,Male,Thai,UNSPECIFIED,TOYOTA,VIOS,Non-EV,S,SEDAN,MEGA STATION,LATE NIGHT,WEEKDAY,No,0.0,6.0
19866,311469,45+,Male,Thai,UNSPECIFIED,TOYOTA,VIOS,Non-EV,S,SEDAN,MEGA STATION,LATE NIGHT,WEEKEND,Yes,0.0,2.0
19867,311469,45+,Male,Thai,UNSPECIFIED,BMW,330E_PHEV,Non-EV,L,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
19868,311469,45+,Male,Thai,UNSPECIFIED,HONDA,CITY_HYBRID_Hatchback,Non-EV,S,HATCHBACK,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,2.0
19869,311469,45+,Male,Thai,UNSPECIFIED,HONDA,CITY_Sedan,Non-EV,S,SEDAN,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,12.0
19870,311469,45+,Male,Thai,UNSPECIFIED,HONDA,CITY_Sedan,Non-EV,S,SEDAN,OTHER STATION,LATE NIGHT,WEEKEND,No,0.0,6.0
19871,311469,45+,Male,Thai,UNSPECIFIED,HONDA,CITY_Sedan,Non-EV,S,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,No,2.0,12.0
19872,311469,45+,Male,Thai,UNSPECIFIED,HONDA,CITY_Sedan,Non-EV,S,SEDAN,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,6.0
19873,311469,45+,Male,Thai,UNSPECIFIED,MAZDA,2_Hatchback,Non-EV,S,HATCHBACK,OTHER STATION,LATE NIGHT,WEEKEND,No,0.0,2.0
19874,311469,45+,Male,Thai,UNSPECIFIED,MAZDA,2_Sedan,Non-EV,S,SEDAN,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,8.0
19875,311469,45+,Male,Thai,UNSPECIFIED,MAZDA,2_Sedan,Non-EV,S,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,6.0
19876,311469,45+,Male,Thai,UNSPECIFIED,MERCEDES_BENZ,E300e_PHEV,Non-EV,L,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
19877,311469,45+,Male,Thai,UNSPECIFIED,MG,3,Non-EV,S,HATCHBACK,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,22.0
19878,311469,45+,Male,Thai,UNSPECIFIED,MG,3,Non-EV,S,HATCHBACK,OTHER STATION,LATE NIGHT,WEEKEND,No,0.0,6.0
19879,311469,45+,Male,Thai,UNSPECIFIED,MG,3,Non-EV,S,HATCHBACK,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,16.0
19880,311469,45+,Male,Thai,UNSPECIFIED,MG,3,Non-EV,S,HATCHBACK,OTHER STATION,WORK HOURS,WEEKDAY,Yes,0.0,2.0
19881,311469,45+,Male,Thai,UNSPECIFIED,MG,3,Non-EV,S,HATCHBACK,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,4.0
19882,311469,45+,Male,Thai,UNSPECIFIED,MG,5,Non-EV,S,SEDAN,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,6.0
19883,311469,45+,Male,Thai,UNSPECIFIED,MG,5,Non-EV,S,SEDAN,OTHER STATION,LATE NIGHT,WEEKEND,No,0.0,10.0
19884,311469,45+,Male,Thai,UNSPECIFIED,MG,5,Non-EV,S,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,16.0
19885,311469,45+,Male,Thai,UNSPECIFIED,MG,5,Non-EV,S,SEDAN,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,2.0
19886,311469,45+,Male,Thai,UNSPECIFIED,MITSUBISHI,ATTRAGE,Non-EV,XS,SEDAN,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,6.0
19887,311469,45+,Male,Thai,UNSPECIFIED,MITSUBISHI,ATTRAGE,Non-EV,XS,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,4.0
19888,311469,45+,Male,Thai,UNSPECIFIED,MITSUBISHI,ATTRAGE,Non-EV,XS,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,Yes,0.0,2.0
19889,311469,45+,Male,Thai,UNSPECIFIED,MITSUBISHI,MIRAGE,Non-EV,XS,HATCHBACK,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
19890,311469,45+,Male,Thai,UNSPECIFIED,MITSUBISHI,MIRAGE,Non-EV,XS,HATCHBACK,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,2.0
19891,311469,45+,Male,Thai,UNSPECIFIED,MITSUBISHI,XPANDER,Non-EV,M,MPV,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
19892,311469,45+,Male,Thai,UNSPECIFIED,NETA,V,EV,S,HATCHBACK,OTHER STATION,LATE NIGHT,WEEKEND,Yes,0.0,2.0
19893,311469,45+,Male,Thai,UNSPECIFIED,NISSAN,ALMERA,Non-EV,XS,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,Yes,0.0,2.0
19894,311469,45+,Male,Thai,UNSPECIFIED,SUZUKI,SWIFT,Non-EV,XS,HATCHBACK,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,10.0
19895,311469,45+,Male,Thai,UNSPECIFIED,SUZUKI,SWIFT,Non-EV,XS,HATCHBACK,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
19896,311469,45+,Male,Thai,UNSPECIFIED,TOYOTA,ALPHARD,Non-EV,XL,VAN,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,2.0
19897,311469,45+,Male,Thai,UNSPECIFIED,TOYOTA,ALTIS,Non-EV,M,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,Yes,0.0,2.0
19898,311469,45+,Male,Thai,UNSPECIFIED,TOYOTA,ALTIS,Non-EV,M,SEDAN,OTHER STATION,WORK HOURS,WEEKEND,No,0.0,2.0
19899,311469,45+,Male,Thai,UNSPECIFIED,TOYOTA,ATIV,Non-EV,XS,SEDAN,OTHER STATION,LATE NIGHT,WEEKDAY,No,0.0,16.0
19900,311469,45+,Male,Thai,UNSPECIFIED,TOYOTA,ATIV,Non-EV,XS,SEDAN,OTHER STATION,LATE NIGHT,WEEKEND,No,0.0,8.0
19901,311469,45+,Male,Thai,UNSPECIFIED,TOYOTA,ATIV,Non-EV,XS,SEDAN,OTHER STATION,LATE NIGHT,WEEKEND,Yes,0.0,2.0
19902,311469,45+,Male,Thai,UNSPECIFIED,TOYOTA,ATIV,Non-EV,XS,SEDAN,OTHER STATION,WORK HOURS,WEEKDAY,No,0.0,12.0
